KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
EVTNAME452020;The Three Sicilies;Les Trois Siciles;Die drei Sizilien;Trzy Sycylii;Las tres sicilias;Le Tre Sicilie;A három szicília;Tøi Sicílie;A három szicília;De drie Sicilies;As Três Sicílias;Òğè Ñèöèëèè;Kolme sisiliaa;x
EVTDESC452020;After having hold of Palermo, $MONARCHTITLE$ Francis could no longer suit himself as ruler of Two Sicilies, but only of one, Naples.;Après avoir perdu possession de Palerme, le $MONARCHTITLE$ François ne pouvait plus se convenir comme chef des Deux-Siciles, mais seulement d'un, Naples.;Nachdem er Palermo verloren hatte, konnte sich der $MONARCHTITLE$ Franz nicht mehr als Herrscher über zwei Sizilien eignen, sondern nur noch über eines, Neapel.;Po utracie panowania w Palermo $MONARCHTITLE$ Francis nie móg³ ju¿ nadawaæ siê do roli w³adcy dwóch Sycylii, ale tylko jednego, Neapolu.;Después de perder el control de Palermo, $MONARCHTITLE$ Francisco ya no podía adaptarse como gobernante de Dos Sicilias, sino solo de una, Nápoles.;Dopo aver perso il controllo di Palermo, il $MONARCHTITLE$ Francesco non poteva più definirsi come sovrano delle Due Sicilie, ma solo di una, Napoli.;Miután elvesztette Palermo tartását, a $MONARCHTITLE$ Francis már nem volt alkalmas arra, hogy két szicíliai, hanem csak egy nápolyi uralkodóvá váljon.;Poté, co prohrál Palermo, $MONARCHTITLE$ Francis se u nemohl hodit jako vládce dvou Sicilií, ale pouze jednoho, Neapole.;Miután elvesztette Palermo tartását, a $MONARCHTITLE$ Francis már nem volt alkalmas arra, hogy két szicíliai, hanem csak egy nápolyi uralkodóvá váljon.;Nadat hij de greep op Palermo had verloren, kon $MONARCHTITLE$ Francis niet langer geschikt zijn als heerser van Two Sicilies, maar slechts van één, Napels.;Depois de perder o controle de Palermo, $MONARCHTITLE$ Francis não podia mais servir como governante das Duas Sicílias, mas apenas de uma, Nápoles.;Ïîñëå ïîòåğè Ïàëåğìî Ôğıíñèñ $MONARCHTITLE$ áîëüøå íå ìîã ïîäõîäèòü äëÿ ñåáÿ êàê ïğàâèòåëü Äâóõ Ñèöèëèé, íî òîëüêî îäèí, Íåàïîëü.;Menettyään hallussaan Palermon, $MONARCHTITLE$ Francis ei voinut enää sopia itselleen Kahden Sisilian, vaan vain yhden Napolin hallitsijana.;x
EVTOPTA452020;We'll conquer them back.;Nous allons les reconquérir.;Wir werden sie zurückerobern.;Pokonamy ich z powrotem.;Los conquistaremos de vuelta.;Li riconquisteremo.;Visszahódítjuk õket.;Budeme je dobıt zpìt.;Visszahódítjuk õket.;We zullen ze terug veroveren.;Vamos conquistá-los de volta.;Ìû ïîáåäèì èõ îáğàòíî.;Valloitamme heidät takaisin.;x
EVTDESC452021;After having hold of Naples $MONARCHTITLE$ Francis could no longer suit himself as ruler of Two Sicilies, but only of one, Sicily itself.;Après avoir perdu possession de Naples, le $MONARCHTITLE$ François ne pouvait plus lui convenir comme chef des Deux-Siciles, mais seulement d'une, la Sicile même.;Nachdem er Neapel verloren hatte, konnte sich der $MONARCHTITLE$ Franz nicht mehr als Herrscher über zwei Sizilien eignen, sondern nur noch über eines, Sizilien selbst.;Po utracie panowania w Neapolu $MONARCHTITLE$ Francis nie móg³ ju¿ nadawaæ siê jako w³adca dwóch Sycylii, ale tylko jednej, samej Sycylii.;Después de perder el control de Nápoles $MONARCHTITLE$ Francisco ya no podía adaptarse como gobernante de Dos Sicilias, sino solo de una, la propia Sicilia.;Dopo aver perso il possesso di Napoli, il $MONARCHTITLE$ Francesco non poteva più definirsi come sovrano delle Due Sicilie, ma solo di una, la Sicilia stessa.;Nápoly birtoklásának elvesztése után $MONARCHTITLE$ Francis már nem volt képes arra, hogy két Szicília, hanem csak egy, Szicília uralkodójává váljon.;Po ztrátì drení Neapole $MONARCHTITLE$ se Francis u nemohl hodit jako vládce dvou Sicílií, ale pouze jednoho, samotného Sicílie.;Nápoly birtoklásának elvesztése után $MONARCHTITLE$ Francis már nem volt képes arra, hogy két Szicília, hanem csak egy, Szicília uralkodójává váljon.;Na het verlies van Napels $MONARCHTITLE$ kon Francis zichzelf niet langer als heerser van Two Sicilies beschouwen, maar slechts van één, Sicilië zelf.;Depois de perder o controle de Nápoles, $MONARCHTITLE$ Francis não podia mais servir como governante das Duas Sicílias, mas apenas de uma, a própria Sicília.;Ïîñëå ïîòåğè Íåàïîëÿ $MONARCHTITLE$ Ôğıíñèñ áîëüøå íå ìîã ñ÷èòàòüñÿ ïğàâèòåëåì äâóõ Ñèöèëèé, íî òîëüêî îäíîé, ñàìîé Ñèöèëèè.;Menetyksen jälkeen Napoli $MONARCHTITLE$ Francis ei voinut enää sopia itselleen kahden Sisilian, vaan vain yhden Sisilian hallitsijana.;x
EVTNAME452022;Great Colombia without Colombia;Grande Colombie sans Colombie;Großes Kolumbien ohne Kolumbien;Wielka Kolumbia bez Kolumbii;Gran Colombia sin Colombia;Grande Colombia senza Colombia;Nagy Kolumbia Kolumbia nélkül;Velká Kolumbie bez Kolumbie;Nagy Kolumbia Kolumbia nélkül;Geweldig Colombia zonder Colombia;Grande Colômbia sem Colômbia;Âåëèêàÿ Êîëóìáèÿ áåç Êîëóìáèè;Suuri Kolumbia ilman Kolumbiaa;x
EVTDESC452022;The government of $CAPITAL$ lost hold of the regions of Colombia. How could we style ourselves, then, if we lack the very thing inside our name? No, from today we shall be known as…;Le gouvernement de $CAPITAL$ a perdu le contrôle des régions de la Colombie. Comment pourrions-nous nous appeler, alors, si nous manquons de la chose même en notre nom? Non, à partir d'aujourd'hui, nous serons connus comme…;Die Regierung von $CAPITAL$ verlor die Kontrolle über die Regionen Kolumbiens. Wie könnten wir uns dann stylen, wenn uns genau das fehlt, was in unserem Namen steckt? Nein, ab heute werden wir bekannt sein als ...;Rz¹d $CAPITAL$ straci³ kontrolê nad regionami Kolumbii. Jak wiêc moglibyœmy siê stylizowaæ, skoro brakuje nam tego samego w naszym imieniu? Nie, od dziœ bêdziemy znani jako ...;El gobierno de $CAPITAL$ perdió el control de las regiones de Colombia. ¿Cómo podríamos diseñarnos, entonces, si nos falta lo mismo dentro de nuestro nombre? No, a partir de hoy seremos conocidos como ...;Il governo di $CAPITAL$ ha perso il controllo delle regioni della Colombia. Come potremmo chiamarci, quindi, se ci manca il fulcro stesso del nostro nome? No, da oggi saremo conosciuti come ...;A $CAPITAL$ kormánya elvesztette Kolumbia régióinak birtoklását. Hogyan formálhatnánk magunkat, ha hiányzik a neveinkben? Nem, mától fogva ...;Vláda $CAPITAL$ ztratila kontrolu nad kolumbijskımi regiony. Jak bychom se pak mohli sami stylizovat, pokud nám v našem jménì chybí ta samá vìc? Ne, od dnešního dne budeme znám jako ...;A $CAPITAL$ kormánya elvesztette Kolumbia régióinak birtoklását. Hogyan formálhatnánk magunkat, ha hiányzik a neveinkben? Nem, mától fogva ...;De regering van $CAPITAL$ verloor de greep van de regio's van Colombia. Hoe zouden we ons dan kunnen stylen als we niet precies dat in onze naam hebben? Nee, vanaf vandaag zullen we bekend staan ??als ...;O governo de $CAPITAL$ perdeu o controle das regiões da Colômbia. Como poderíamos nos estilizar, então, se nos falta exatamente o que está dentro do nosso nome? Não, a partir de hoje seremos conhecidos como ...;Ïğàâèòåëüñòâî $CAPITAL$ ïîòåğÿëî êîíòğîëü íàä ğåãèîíàìè Êîëóìáèè. Êàê ìû ìîãëè áû îôîğìèòü ñåáÿ, åñëè íàì íå õâàòàåò èìåííî ıòîãî â íàøåì èìåíè? Íåò, ñ ñåãîäíÿøíåãî äíÿ ìû áóäåì èçâåñòíû êàê ...;$CAPITAL$n hallitus menetti hallussaan Kolumbian alueet. Kuinka voisimme siis muotoilla itseämme, jos meistä puuttuu nimessämme juuri se asia? Ei, tästä päivästä alkaen meitä kutsutaan nimellä…;x
EVTOPTA452022;…Venezuela;…le Venezuela;…Venezuela;…Wenezuela;…Venezuela;…il Venezuela;…Venezuela;… Venezuela;…Venezuela;…Venezuela;…Venezuela;…Âåíåñóıëà;... Venezuela;x
EVTOPTA452023;…Ecuador;… l'Équateur;… Ecuador;…Ekwador;…Ecuador;…l'Equador;…Ecuador;…Ekvádor;…Ecuador;…Ecuador;…Equador;…İêâàäîğ;... Ecuador;x
EVTOPTA452024;…Guyana;…la Guyane;…Guyana;…Gujana;…Guayana;…la Gujana;... Guyana;… Guyana;... Guyana;... Guyana;…Guiana;…Ãàéàíà;... Guyana;x
EVTOPTA452025;…The Maritime Union of $CAPITAL$?;… L'Union Maritime de chez $CAPITAL$?;… Die $CAPITAL$ische Meerenunion?;… Unia morska z $CAPITAL$?;... La Unión Marítima de $CAPITAL$?;…l'Unione marittima di $CAPITAL$?;… A $CAPITAL$ tengeri szövetsége?;… Námoøní unie $CAPITAL$?;… A $CAPITAL$ tengeri szövetsége?;... de maritieme unie van $CAPITAL$?;… A União Marítima de $CAPITAL$?;… Ìîğñêîé ñîşç $CAPITAL$?;…$CAPITAL$merenkulkuunioni?;x
EVTNAMEITA;A Tale of Two Italies;Une histoire de deux Italies;Eine Geschichte von zwei Italien;Opowieœæ o dwóch W³ochach;Historia de dos Italias;Storia di due Italie;Két olasz mese;Pøíbìh dvou italií;Két olasz mese;A Tale of Two Italies;A Tale of Two Italies;Ïîâåñòü î äâóõ Èòàëèè;Tarina kahdesta italiasta;x
EVTDESCITA;I ask to you, $MONARCHTITLE$, what is the difference between an Italian from Milan and an Italian from Naples? Isn't it the same blood that flows through their veins? And yet here in $CAPITAL$ we outrageously consider one to be Italian and the other to be a foreigner!;Je vous demande, $MONARCHTITLE$, quelle est la différence entre un Italien de Milan et un Italien de Naples? N'est-ce pas le même sang qui coule dans leurs veines? Et pourtant ici à $CAPITAL$ nous considérons outrageusement l'un comme italien et l'autre comme étranger!;Ich frage Sie, $MONARCHTITLE$, was ist der Unterschied zwischen einem Italiener aus Mailand und einem Italiener aus Neapel? Ist es nicht dasselbe Blut, das durch ihre Venen fließt? Und doch betrachten wir hier in $CAPITAL$ den einen unverschämt als Italiener und den anderen als Ausländer!;Pytam, $MONARCHTITLE$, jaka jest ró¿nica miêdzy W³ochem z Mediolanu a W³ochem z Neapolu? Czy to nie ta sama krew, która p³ynie w ich ¿y³ach? A jednak tutaj w $CAPITAL$ oburzaj¹co uwa¿amy, ¿e jeden jest W³ochem, a drugi obcokrajowcem!;Vd. pregunto, $MONARCHTITLE$, ¿cuál es la diferencia entre un italiano de Milán y un italiano de Nápoles? ¿No es la misma sangre que fluye por sus venas? Y, sin embargo, ¡aquí en $CAPITAL$ consideramos escandalosamente que uno es italiano y el otro es extranjero!;Le chiedo, $MONARCHTITLE$, qual è la differenza tra un italiano di Milano e un italiano di Napoli? Non è lo stesso sangue che scorre nelle loro vene? Eppure qui a $CAPITAL$ consideriamo scandalosamente uno italiano e l'altro straniero!;Kérdezem tõled, $MONARCHTITLE$, mi a különbség egy milánói és egy nápolyi olasz között? Nem ugyanaz a vér folyik az ereikben? És mégis itt, a $CAPITAL$ban felháborítóan tartjuk az egyiket olasznak, a másikat pedig külföldinek!;Ptám se vás, $MONARCHTITLE$, jakı je rozdíl mezi Italem z Milána a Italem z Neapole? Není to stejná krev, která protéká jejich ilami? A pøesto zde v $CAPITAL$ pobuøenì povaujeme jeden za italskı a druhı za cizince!;Kérdezem tõled, $MONARCHTITLE$, mi a különbség egy milánói és egy nápolyi olasz között? Nem ugyanaz a vér folyik az ereikben? És mégis itt, a $CAPITAL$ban felháborítóan tartjuk az egyiket olasznak, a másikat pedig külföldinek!;Ik vraag u, $MONARCHTITLE$, wat is het verschil tussen een Italiaan uit Milaan en een Italiaan uit Napels? Is het niet hetzelfde bloed dat door hun aderen stroomt? En toch beschouwen we hier in $CAPITAL$ waanzinnig de een als Italiaans en de ander als een buitenlander!;Eu pergunto a você, $MONARCHTITLE$, qual é a diferença entre um italiano de Milão e um italiano de Nápoles? Não é o mesmo sangue que corre em suas veias? E, no entanto, aqui em $CAPITAL$, consideramos ultrajantemente um italiano e o outro um estrangeiro!;ß ñïğàøèâàş âàñ, $MONARCHTITLE$, â ÷åì ğàçíèöà ìåæäó èòàëüÿíöåì èç Ìèëàíà è èòàëüÿíöåì èç Íåàïîëÿ? Ğàçâå ıòî íå òà æå êğîâü, ÷òî òå÷åò ïî èõ âåíàì? È âñå æå çäåñü, â $CAPITAL$å, ìû âîçìóòèòåëüíî ñ÷èòàåì îäíîãî èòàëüÿíöåì, à äğóãîãî èíîñòğàíöåì!;Kysyn teiltä, ??$MONARCHTITLE$, mikä ero on Milanosta peräisin olevan italialaisen ja Napolin italialaisen välillä? Eikö sama veri virtaa heidän suonissaan? Ja silti täällä $CAPITAL$ssa pidämme törkeästi yhtä italialaisena ja toista ulkomaalaisena!;x
EVTOPTITA;I shall rectify it immediately.;Je vais le rectifier immédiatement.;Ich werde es sofort korrigieren.;Natychmiast go poprawiê.;Lo rectificaré de inmediato.;Lo rettificherò immediatamente.;Azonnal kijavítom.;Okamitì to napravím.;Azonnal kijavítom.;Ik zal het onmiddellijk corrigeren.;Devo retificá-lo imediatamente.;ß íåìåäëåííî èñïğàâëş ıòî.;Korjaan sen välittömästi.;x
EVTNAMEGER;From the Alps to the Baltic;Des Alpes à la Baltique;Von den Alpen bis zur Ostsee;Od Alp po Ba³tyk;De los Alpes al Báltico;Dalle Alpi al Baltico;Az Alpoktól a Balti-tengerig;Z Alp do Baltského moøe;Az Alpoktól a Balti-tengerig;Van de Alpen tot de Oostzee;Dos Alpes ao Báltico;Îò Àëüï äî Áàëòèêè;Alpeilta Itämerelle;x
EVTDESCGER;I ask to you, $MONARCHTITLE$, what is the difference between a German from Münich and a German from Hannover? Isn't it the same blood that flows through their veins? And yet here in $CAPITAL$ we outrageously consider one to be German and the other to be a foreigner!;Je vous demande, $MONARCHTITLE$, quelle est la différence entre un Allemand de Munich et un Allemand de Hanovre? N'est-ce pas le même sang qui coule dans leurs veines? Et pourtant ici à $CAPITAL$ nous considérons outrageusement l'un comme allemand et l'autre comme étranger!;Ich frage Sie, $MONARCHTITLE$, was ist der Unterschied zwischen einem Deutschen aus München und einem Deutschen aus Hannover? Ist es nicht dasselbe Blut, das durch ihre Venen fließt? Und doch betrachten wir hier in $CAPITAL$ den einen unverschämt als Deutsch und den anderen als Ausländer!;Pytam, $MONARCHTITLE$, jaka jest ró¿nica miêdzy Niemcem z Monachium a Niemcem z Hanoweru? Czy to nie ta sama krew, która p³ynie w ich ¿y³ach? A jednak tutaj w $CAPITAL$ oburzaj¹co uwa¿amy, ¿e jeden jest Niemcem, a drugi obcokrajowcem!;Vd. pregunto, $MONARCHTITLE$, ¿cuál es la diferencia entre un alemán de Münich y un alemán de Hannover? ¿No es la misma sangre que fluye por sus venas? ¡Y, sin embargo, aquí en $CAPITAL$ consideramos escandalosamente a uno como alemán y al otro como extranjero!;Le chiedo, $MONARCHTITLE$, che differenza c'è tra un tedesco di Monaco e un tedesco di Hannover? Non è lo stesso sangue che scorre nelle loro vene? Eppure qui a $CAPITAL$ consideriamo scandalosamente uno tedesco e l'altro straniero!;Megkérdezem tõled, $MONARCHTITLE$, mi a különbség a müncheni német és a hannoveri német között? Nem ugyanaz a vér folyik az ereikben? És mégis itt, a $CAPITAL$ban felháborítóan tartjuk az egyiket németnek, a másikat pedig külföldinek!;Ptám se vás, $MONARCHTITLE$, jakı je rozdíl mezi Nìmcem z Mnichova a Nìmcem z Hannoveru? Není to stejná krev, která protéká jejich ilami? A pøesto zde v $CAPITAL$ pobuøenì povaujeme jednoho za Nìmce a druhého za cizince!;Megkérdezem tõled, $MONARCHTITLE$, mi a különbség a müncheni német és a hannoveri német között? Nem ugyanaz a vér folyik az ereikben? És mégis itt, a $CAPITAL$ban felháborítóan tartjuk az egyiket németnek, a másikat pedig külföldinek!;Ik vraag u, $MONARCHTITLE$, wat is het verschil tussen een Duitser uit München en een Duitser uit Hannover? Is het niet hetzelfde bloed dat door hun aderen stroomt? En toch beschouwen we hier in $CAPITAL$ waanzinnig de een als Duitser en de ander als een buitenlander!;Eu pergunto a você, $MONARCHTITLE$, qual é a diferença entre um alemão de Munique e um alemão de Hannover? Não é o mesmo sangue que corre em suas veias? E, no entanto, aqui em $CAPITAL$, consideramos ultrajantemente um alemão e o outro estrangeiro!;ß ñïğàøèâàş âàñ, $MONARCHTITLE$, â ÷åì ğàçíèöà ìåæäó íåìöåì èç Ìşíõåíà è íåìöåì èç Ãàííîâåğà? Ğàçâå ıòî íå òà æå êğîâü, ÷òî òå÷åò ïî èõ âåíàì? È âñå æå çäåñü, â $CAPITAL$å, ìû âîçìóòèòåëüíî ñ÷èòàåì îäíîãî íåìöåì, à äğóãîãî èíîñòğàíöåì!;Kysyn teiltä, ??$MONARCHTITLE$, mitä eroa on saksalaisella Münchenistä saksalaisella Hannoverista? Eikö sama veri virtaa heidän suonissaan? Ja silti täällä $CAPITAL$ssa pidämme törkeästi yhtä saksalaisena ja toista ulkomaalaisena!;x
